pdbid,logKd-Ki,Delta_H0 (kJ/mol),Delta_H0 (kJ/mol)
1ppi,5.01,5.89,5.89
2glp,5.01,5.89,5.89
4dds,5.01,5.89,5.89
2d0k,5.02,5.89,5.89
2xbp,5.02,5.89,5.89
3bgc,5.02,5.89,5.89
3usx,5.02,5.89,5.89
4u70,5.02,5.89,5.89
1i1e,5.03,5.89,5.89
4np9,5.03,5.89,5.89
1mfa,5.04,5.89,5.89
3tz0,5.04,5.89,5.89
4jym,5.04,5.89,5.89
4lk7,5.04,5.89,5.89
1dgm,5.05,5.89,5.89
1fkw,5.05,5.89,5.89
1qxk,5.05,5.89,5.89
3aau,5.05,5.89,5.89
4euo,5.05,5.89,5.89
4euo,5.05,5.89,5.89
4rqv,5.05,5.89,5.89
4yzu,5.05,5.89,5.89
3f68,5.06,5.89,5.89
4h7q,5.06,5.89,5.89
5a2i,5.06,5.89,5.89
2c3l,5.07,5.89,5.89
2xm1,5.07,5.89,5.89
2yfa,5.07,5.89,5.89
3juo,5.07,5.89,5.89
1enu,5.08,5.89,5.89
1gfy,5.08,5.89,5.89
2qtg,5.08,5.89,5.89
3qyy,5.08,5.89,5.89
3tb6,5.08,5.89,5.89
4oiv,5.08,5.89,5.89
1m48,5.09,5.89,5.89
1nw7,5.09,5.89,5.89
1ez9,5.1,5.89,5.89
1kmy,5.1,5.89,5.89
1od8,5.1,5.89,5.89
1onz,5.1,5.89,5.89
1v0k,5.1,5.89,5.89
1w7g,5.1,5.89,5.89
2h5a,5.1,5.89,5.89
2qrq,5.1,5.89,5.89
3p4v,5.1,5.89,5.89
3ujb,5.1,5.89,5.89
4dcs,5.1,5.89,5.89
1k4h,5.11,5.89,5.89
1yp9,5.11,5.89,5.89
3ozj,5.11,5.89,5.89
4qfl,5.11,5.89,5.89
1qaw,5.12,5.89,5.89
1uv6,5.12,5.89,5.89
2web,5.12,5.89,5.89
4f1l,5.12,5.89,5.89
4h81,5.12,5.89,5.89
1gcz,5.13,5.89,5.89
3s9e,5.13,5.89,5.89
1y3x,5.14,5.89,5.89
2yaz,5.14,5.89,5.89
3tao,5.14,5.89,5.89
4ejl,5.14,5.89,5.89
1jcx,5.15,5.89,5.89
1jvu,5.15,5.89,5.89
1o0m,5.15,5.89,5.89
1pb8,5.15,5.89,5.89
1qk3,5.15,5.89,5.89
1thz,5.15,5.89,5.89
2afx,5.15,5.89,5.89
3ozr,5.15,5.89,5.89
4h85,5.15,5.89,5.89
4jpx,5.15,5.89,5.89
4qrh,5.15,5.89,5.89
3b7j,5.17,5.89,5.89
5ahw,5.17,5.89,5.89
5aut,5.17,5.89,5.89
1ft7,5.18,5.89,5.89
2qrg,5.18,5.89,5.89
4duh,5.18,5.89,5.89
4iif,5.18,5.89,5.89
4u73,5.18,5.89,5.89
1ocq,5.19,5.89,5.89
1ogg,5.19,5.89,5.89
2qdt,5.19,5.89,5.89
4ezz,5.19,5.89,5.89
3ov1,5.2,5.89,5.89
3uu1,5.2,5.89,5.89
4a6s,5.2,5.89,5.89
4ezr,5.2,5.89,5.89
1nw5,5.21,5.89,5.89
1o2r,5.21,5.89,5.89
4cwo,5.21,5.89,5.89
4few,5.21,5.89,5.89
4je8,5.21,5.89,5.89
4m0r,5.21,5.89,5.89
1bq4,5.22,5.89,5.89
1gjd,5.22,5.89,5.89
1ucn,5.22,5.89,5.89
1zea,5.22,5.89,5.89
2gz2,5.22,5.89,5.89
2hxm,5.22,5.89,5.89
2wzm,5.22,5.89,5.89
2zxd,5.22,5.89,5.89
3dne,5.22,5.89,5.89
3iof,5.22,5.89,5.89
3lq2,5.22,5.89,5.89
3ms9,5.22,5.89,5.89
3n1c,5.22,5.89,5.89
3ppp,5.22,5.89,5.89
3qxt,5.22,5.89,5.89
4lrr,5.22,5.89,5.89
4u71,5.22,5.89,5.89
1b4z,5.23,5.89,5.89
3lc3,5.23,5.89,5.89
1fh7,5.24,5.89,5.89
2jfz,5.24,5.89,5.89
3pb8,5.24,5.89,5.89
4gue,5.24,5.89,5.89
4idn,5.24,5.89,5.89
4non,5.24,5.89,5.89
4y59,5.24,5.89,5.89
2bfr,5.25,5.89,5.89
3r24,5.25,5.89,5.89
2qft,5.26,5.89,5.89
3n9s,5.26,5.89,5.89
4omj,5.26,5.89,5.89
2x7u,5.27,5.89,5.89
3tkw,5.27,5.89,5.89
1b46,5.28,5.89,5.89
3bbf,5.28,5.89,5.89
3o5x,5.28,5.89,5.89
3o5x,5.28,5.89,5.89
4j46,5.28,5.89,5.89
1c88,5.29,5.89,5.89
1a69,5.3,5.89,5.89
1h6h,5.3,5.89,5.89
1o0f,5.3,5.89,5.89
1srg,5.3,5.89,5.89
2vk6,5.3,5.89,5.89
3gpo,5.3,5.89,5.89
3p9l,5.3,5.89,5.89
3pgl,5.3,5.89,5.89
3upv,5.3,5.89,5.89
1hk4,5.31,5.89,5.89
1mfd,5.31,5.89,5.89
4or6,5.31,5.89,5.89
4u1b,5.31,5.89,5.89
1lvu,5.32,5.89,5.89
4ipi,5.32,5.89,5.89
4us3,5.32,5.89,5.89
2c80,5.33,5.89,5.89
3arx,5.33,5.89,5.89
3q1x,5.33,5.89,5.89
1hee,5.34,5.89,5.89
1zgi,5.34,5.89,5.89
3efs,5.34,5.89,5.89
3hkq,5.34,5.89,5.89
3k4q,5.34,5.89,5.89
3nee,5.34,5.89,5.89
1ql9,5.35,5.89,5.89
2fxv,5.35,5.89,5.89
2gkl,5.35,5.89,5.89
3hkn,5.35,5.89,5.89
1adl,5.36,5.89,5.89
3ldq,5.36,5.89,5.89
3mf5,5.36,5.89,5.89
1sgu,5.37,5.89,5.89
3qt6,5.37,5.89,5.89
4el5,5.37,5.89,5.89
1g3e,5.38,5.89,5.89
2qhd,5.38,5.89,5.89
2qhd,5.38,5.89,5.89
3tif,5.38,5.89,5.89
4f7v,5.38,5.89,5.89
1qbv,5.39,5.89,5.89
2h6b,5.39,5.89,5.89
3hkt,5.39,5.89,5.89
3m1k,5.39,5.89,5.89
4cl6,5.39,5.89,5.89
4ej8,5.39,5.89,5.89
1bp0,5.4,5.89,5.89
1f8b,5.4,5.89,5.89
1mmr,5.4,5.89,5.89
1pz5,5.4,5.89,5.89
1r9l,5.4,5.89,5.89
1trd,5.4,5.89,5.89
2c1p,5.4,5.89,5.89
2f35,5.4,5.89,5.89
2i80,5.4,5.89,5.89
2jdm,5.4,5.89,5.89
2qg2,5.4,5.89,5.89
3arr,5.4,5.89,5.89
3b4p,5.4,5.89,5.89
3l6h,5.4,5.89,5.89
4ij1,5.4,5.89,5.89
4m3p,5.4,5.89,5.89
4ozj,5.4,5.89,5.89
4pin,5.4,5.89,5.89
2j47,5.41,5.89,5.89
4tun,5.41,5.89,5.89
4uma,5.41,5.89,5.89
5cbs,5.41,5.89,5.89
1gja,5.42,5.89,5.89
2vpo,5.42,5.89,5.89
4fev,5.42,5.89,5.89
3ng4,5.43,5.89,5.89
4f5y,5.43,5.89,5.89
4pox,5.43,5.89,5.89
1h0a,5.44,5.89,5.89
2q6f,5.44,5.89,5.89
2wr8,5.44,5.89,5.89
3u10,5.44,5.89,5.89
4dju,5.44,5.89,5.89
2iko,5.45,5.89,5.89
3mi3,5.45,5.89,5.89
1b4h,5.46,5.89,5.89
1q65,5.46,5.89,5.89
1g7f,5.47,5.89,5.89
1xh5,5.47,5.89,5.89
2hf8,5.47,5.89,5.89
2r0z,5.47,5.89,5.89
2xde,5.47,5.89,5.89
2y7p,5.47,5.89,5.89
4n6g,5.47,5.89,5.89
4n7m,5.47,5.89,5.89
4qb3,5.47,5.89,5.89
2zkj,5.48,5.89,5.89
3bxe,5.48,5.89,5.89
3iw6,5.48,5.89,5.89
3zdv,5.48,5.89,5.89
4jfm,5.48,5.89,5.89
4kp8,5.48,5.89,5.89
4pf5,5.48,5.89,5.89
1pot,5.49,5.89,5.89
1pyn,5.49,5.89,5.89
1tys,5.49,5.89,5.89
2o0u,5.49,5.89,5.89
2uy5,5.49,5.89,5.89
3bvb,5.49,5.89,5.89
3ga5,5.49,5.89,5.89
3hmp,5.49,5.89,5.89
3i73,5.49,5.89,5.89
3tza,5.5,5.89,5.89
2wqp,5.51,5.89,5.89
3da9,5.51,5.89,5.89
4k55,5.51,5.89,5.89
4qxo,5.51,5.89,5.89
4zba,5.51,5.89,5.89
1a8i,5.52,5.89,5.89
1kc7,5.52,5.89,5.89
1oe8,5.52,5.89,5.89
2cht,5.52,5.89,5.89
2ydt,5.52,5.89,5.89
3hzm,5.52,5.89,5.89
3iog,5.52,5.89,5.89
4en4,5.52,5.89,5.89
1bjv,5.54,5.89,5.89
2olb,5.54,5.89,5.89
2y7i,5.54,5.89,5.89
3bxf,5.54,5.89,5.89
3jyr,5.54,5.89,5.89
3ubd,5.54,5.89,5.89
3v78,5.54,5.89,5.89
4nxu,5.54,5.89,5.89
4qij,5.54,5.89,5.89
4r4c,5.54,5.89,5.89
5a81,5.54,5.89,5.89
1njc,5.55,5.89,5.89
1y3n,5.55,5.89,5.89
2iuz,5.55,5.89,5.89
3uzj,5.55,5.89,5.89
4o3f,5.56,5.89,5.89
1jak,5.57,5.89,5.89
1njd,5.57,5.89,5.89
2nmx,5.57,5.89,5.89
3bex,5.57,5.89,5.89
3uxl,5.57,5.89,5.89
3vtr,5.57,5.89,5.89
3su5,5.58,5.89,5.89
1f4x,5.59,5.89,5.89
1mfi,5.59,5.89,5.89
3sha,5.59,5.89,5.89
4bqh,5.59,5.89,5.89
4cwn,5.59,5.89,5.89
4tkb,5.59,5.89,5.89
5afv,5.59,5.89,5.89
1vfn,5.6,5.89,5.89
2yhw,5.6,5.89,5.89
3e6y,5.6,5.89,5.89
3qps,5.6,5.89,5.89
4zzy,5.6,5.89,5.89
1ejn,5.62,5.89,5.89
2bmk,5.62,5.89,5.89
3e3c,5.62,5.89,5.89
3ldp,5.62,5.89,5.89
3lpl,5.62,5.89,5.89
3nes,5.62,5.89,5.89
4ddy,5.62,5.89,5.89
4dzy,5.62,5.89,5.89
4iid,5.62,5.89,5.89
3gy3,5.63,5.89,5.89
3l1n,5.63,5.89,5.89
3rf5,5.63,5.89,5.89
1y3v,5.64,5.89,5.89
2ojg,5.64,5.89,5.89
2reg,5.64,5.89,5.89
3fwv,5.64,5.89,5.89
3s8l,5.64,5.89,5.89
4deu,5.64,5.89,5.89
3q7q,5.65,5.89,5.89
1n5r,5.66,5.89,5.89
1nhu,5.66,5.89,5.89
2aod,5.66,5.89,5.89
2erz,5.66,5.89,5.89
2x97,5.66,5.89,5.89
3td4,5.66,5.89,5.89
3zi8,5.66,5.89,5.89
4zek,5.66,5.89,5.89
2h15,5.67,5.89,5.89
2qwf,5.67,5.89,5.89
4ncn,5.67,5.89,5.89
1gnn,5.68,5.89,5.89
2c92,5.68,5.89,5.89
2cbu,5.68,5.89,5.89
2q8z,5.68,5.89,5.89
2uyq,5.68,5.89,5.89
3b5j,5.68,5.89,5.89
3oil,5.68,5.89,5.89
4c52,5.68,5.89,5.89
4l4z,5.68,5.89,5.89
4q9y,5.68,5.89,5.89
1a99,5.7,5.89,5.89
1egh,5.7,5.89,5.89
1g98,5.7,5.89,5.89
1g9r,5.7,5.89,5.89
1jsv,5.7,5.89,5.89
1n1m,5.7,5.89,5.89
1pgp,5.7,5.89,5.89
2a14,5.7,5.89,5.89
2avm,5.7,5.89,5.89
2f2h,5.7,5.89,5.89
2i4z,5.7,5.89,5.89
2ya6,5.7,5.89,5.89
3acx,5.7,5.89,5.89
3c4h,5.7,5.89,5.89
3fhb,5.7,5.89,5.89
3kku,5.7,5.89,5.89
4bs0,5.7,5.89,5.89
4f39,5.7,5.89,5.89
4l2l,5.7,5.89,5.89
4qxq,5.7,5.89,5.89
2uz9,5.71,5.89,5.89
2qg0,5.72,5.89,5.89
2v25,5.72,5.89,5.89
3shc,5.72,5.89,5.89
4br3,5.72,5.89,5.89
4dkp,5.72,5.89,5.89
3bqc,5.73,5.89,5.89
3m3z,5.73,5.89,5.89
4j44,5.73,5.89,5.89
1o33,5.74,5.89,5.89
1o5e,5.74,5.89,5.89
1qy2,5.74,5.89,5.89
1zdp,5.74,5.89,5.89
2pgz,5.74,5.89,5.89
2pqc,5.74,5.89,5.89
3ivx,5.74,5.89,5.89
3pb7,5.74,5.89,5.89
3wz7,5.74,5.89,5.89
4lps,5.74,5.89,5.89
4o2b,5.74,5.89,5.89
4tkh,5.74,5.89,5.89
5cbr,5.74,5.89,5.89
2ya8,5.75,5.89,5.89
4mn3,5.75,5.89,5.89
1p1o,5.76,5.89,5.89
2qta,5.76,5.89,5.89
4a95,5.76,5.89,5.89
4muv,5.76,5.89,5.89
4nwc,5.76,5.89,5.89
1jmf,5.77,5.89,5.89
1ur9,5.77,5.89,5.89
2boj,5.77,5.89,5.89
2xp7,5.77,5.89,5.89
3k00,5.77,5.89,5.89
3rm4,5.77,5.89,5.89
4fxq,5.77,5.89,5.89
4j45,5.77,5.89,5.89
4l4v,5.78,5.89,5.89
1hmt,5.79,5.89,5.89
4q4q,5.79,5.89,5.89
1kpm,5.8,5.89,5.89
2q88,5.8,5.89,5.89
4ezx,5.8,5.89,5.89
4g8v,5.8,5.89,5.89
4rhx,5.8,5.89,5.89
4ymq,5.8,5.89,5.89
4ysl,5.8,5.89,5.89
1lkl,5.81,5.89,5.89
1hdq,5.82,5.89,5.89
1kav,5.82,5.89,5.89
1ols,5.82,5.89,5.89
2nn1,5.82,5.89,5.89
3b7i,5.82,5.89,5.89
3gss,5.82,5.89,5.89
3iue,5.82,5.89,5.89
3qqa,5.82,5.89,5.89
4e9u,5.82,5.89,5.89
4lj8,5.82,5.89,5.89
4p5d,5.82,5.89,5.89
4r4o,5.82,5.89,5.89
4rqk,5.82,5.89,5.89
4z84,5.82,5.89,5.89
4zec,5.82,5.89,5.89
4do5,5.83,5.89,5.89
4km2,5.84,5.89,5.89
1k4g,5.85,5.89,5.89
1o2w,5.85,5.89,5.89
1ogz,5.85,5.89,5.89
1q54,5.85,5.89,5.89
1qbn,5.85,5.89,5.89
1u1w,5.85,5.89,5.89
2pu1,5.85,5.89,5.89
2r3t,5.85,5.89,5.89
2vmf,5.85,5.89,5.89
2z94,5.85,5.89,5.89
3e5u,5.85,5.89,5.89
4b6r,5.85,5.89,5.89
4des,5.85,5.89,5.89
4jv8,5.85,5.89,5.89
4qdk,5.85,5.89,5.89
4rww,5.85,5.89,5.89
4xya,5.86,5.89,5.89
4azc,5.86,5.89,5.89
4jne,5.86,5.89,5.89
3tcg,5.87,5.89,5.89
4cfl,5.88,5.89,5.89
4zei,5.88,5.89,5.89
1e1x,5.89,5.89,5.89
1ydk,5.89,5.89,5.89
2eg7,5.89,5.89,5.89
2tmn,5.89,5.89,5.89
3h1x,5.89,5.89,5.89
3qgw,5.89,5.89,5.89
4arb,5.89,5.89,5.89
4de0,5.89,5.89,5.89
4wk1,5.89,5.89,5.89
1v2n,5.9,7,7
3old,5.9,7,7
1ugx,5.91,7,7
4csd,5.91,7,7
1a4w,5.92,7,7
1jao,5.92,7,7
1kyv,5.92,7,7
1pph,5.92,7,7
1qf2,5.92,7,7
1qka,5.92,7,7
1yds,5.92,7,7
1yet,5.92,7,7
2pmk,5.92,7,7
2xn3,5.92,7,7
3kgu,5.92,7,7
3neo,5.92,7,7
3r4m,5.92,7,7
3zv7,5.92,7,7
4kyh,5.92,7,7
4lkk,5.92,7,7
4rdn,5.92,7,7
4u0f,5.92,7,7
4y5d,5.92,7,7
1fv0,5.93,7,7
3lmk,5.94,7,7
4mr3,5.94,7,7
4ra1,5.94,7,7
1b9j,5.96,7,7
1d6w,5.96,7,7
1nl9,5.96,7,7
1o36,5.96,7,7
2j79,5.96,7,7
2xht,5.96,7,7
3wz6,5.96,7,7
4d4d,5.96,7,7
4fm8,5.97,7,7
4nkt,5.97,7,7
4tjz,5.97,7,7
1uwu,5.98,7,7
1uwu,5.99,7,7
3huc,5.99,7,7
4az5,5.99,7,7
1a1e,6,7,7
1ado,6,7,7
1c5s,6,7,7
1ceb,6,7,7
1d2e,6,7,7
1f0t,6,7,7
1jq8,6,7,7
1xk5,6,7,7
2bvd,6,7,7
2gh9,6,7,7
2izl,6,7,7
2r43,6,7,7
2rcn,6,7,7
2vqt,6,7,7
2wf5,6,7,7
3ddg,6,7,7
3l4w,6,7,7
3nex,6,7,7
3ucj,6,7,7
3uil,6,7,7
4bb9,6,7,7
4kwg,6,7,7
4p3h,6,7,7
4qxr,6,7,7
4rr6,6,7,7
1b5h,6.01,7,7
2vl4,6.01,7,7
4b6s,6.01,7,7
1tcw,6.02,7,7
3zq9,6.02,7,7
4og4,6.02,7,7
5er1,6.02,7,7
1n8v,6.03,7,7
1okl,6.03,7,7
1os0,6.03,7,7
1sh9,6.03,7,7
1t7d,6.03,7,7
2ce9,6.03,7,7
4f9u,6.03,7,7
4zb8,6.03,7,7
1xbo,6.04,7,7
4km0,6.04,7,7
4nuc,6.04,7,7
4tkj,6.04,7,7
1eoc,6.05,7,7
3bgb,6.05,7,7
3gus,6.05,7,7
3iss,6.05,7,7
3ouj,6.05,7,7
3pcf,6.05,7,7
4ara,6.05,7,7
4kqp,6.05,7,7
1g7q,6.06,7,7
1kjr,6.06,7,7
1qb6,6.06,7,7
2nnd,6.06,7,7
3sfg,6.06,7,7
4io3,6.06,7,7
4l50,6.06,7,7
1jmg,6.07,7,7
2gst,6.07,7,7
3b25,6.07,7,7
3c89,6.07,7,7
3fvl,6.07,7,7
3owj,6.07,7,7
1nhz,6.08,7,7
2w7y,6.08,7,7
2wc3,6.08,7,7
2wej,6.08,7,7
3iw5,6.08,7,7
4kp5,6.08,7,7
1o2n,6.09,7,7
1ogx,6.09,7,7
1w9u,6.09,7,7
3p8z,6.09,7,7
1azm,6.1,7,7
1dzk,6.1,7,7
1lgt,6.1,7,7
1m2q,6.1,7,7
2e7f,6.1,7,7
2ewb,6.1,7,7
2flr,6.1,7,7
2p7a,6.1,7,7
2wed,6.1,7,7
2yay,6.1,7,7
3c8b,6.1,7,7
3cke,6.1,7,7
3v2n,6.1,7,7
4kxn,6.1,7,7
4l19,6.1,7,7
1g32,6.11,7,7
1m2p,6.11,7,7
1o2z,6.11,7,7
2qx0,6.11,7,7
4kao,6.11,7,7
4m7j,6.11,7,7
4tqn,6.11,7,7
1x8r,6.12,7,7
2fgv,6.12,7,7
2p2a,6.12,7,7
3qfy,6.12,7,7
4ayp,6.12,7,7
4hp0,6.12,7,7
4k4j,6.12,7,7
2c97,6.14,7,7
2fqt,6.14,7,7
2zym,6.14,7,7
4pyx,6.14,7,7
4zx1,6.14,7,7
1u0g,6.15,7,7
1zs0,6.15,7,7
2r75,6.15,7,7
3arw,6.15,7,7
4f6u,6.15,7,7
5dit,6.15,7,7
1ppc,6.16,7,7
3m89,6.16,7,7
4o04,6.16,7,7
1d6v,6.17,7,7
1k1o,6.17,7,7
1ndy,6.17,7,7
3bkl,6.17,7,7
3hk1,6.17,7,7
4b9k,6.17,7,7
4fht,6.17,7,7
4pfu,6.17,7,7
1xhy,6.18,7,7
3c8a,6.18,7,7
3w9r,6.18,7,7
4q6e,6.18,7,7
1iy7,6.19,7,7
1tq4,6.19,7,7
1v2k,6.19,7,7
2bt9,6.19,7,7
2qbu,6.19,7,7
3u5l,6.19,7,7
4wrb,6.19,7,7
1owe,6.2,7,7
1sqt,6.2,7,7
2qrp,6.2,7,7
3p9t,6.2,7,7
4ad2,6.2,7,7
4ufi,6.2,7,7
3s8n,6.21,7,7
3sug,6.21,7,7
4cg9,6.21,7,7
4ymb,6.21,7,7
4z6h,6.21,7,7
1l8g,6.22,7,7
2xda,6.22,7,7
3acl,6.22,7,7
3ip5,6.22,7,7
3lpp,6.22,7,7
3pd9,6.22,7,7
4bqg,6.22,7,7
4m0e,6.22,7,7
4mdn,6.22,7,7
4mjo,6.22,7,7
4nja,6.22,7,7
3okv,6.23,7,7
3s3v,6.23,7,7
4w9j,6.23,7,7
1hnn,6.24,7,7
3vh9,6.24,7,7
1gnm,6.25,7,7
2o4z,6.25,7,7
2zdn,6.25,7,7
3rf4,6.25,7,7
3wqm,6.25,7,7
4bcp,6.25,7,7
1wcq,6.26,7,7
4r4t,6.26,7,7
4ua8,6.26,7,7
1pbq,6.27,7,7
3bfu,6.27,7,7
4f0c,6.27,7,7
4r4i,6.27,7,7
1afl,6.28,7,7
1atl,6.28,7,7
1w3l,6.28,7,7
2aog,6.28,7,7
4djw,6.28,7,7
4q99,6.28,7,7
4rd6,6.28,7,7
2xyt,6.29,7,7
3f48,6.29,7,7
3v2q,6.29,7,7
4d8z,6.29,7,7
4lj5,6.29,7,7
4n7u,6.29,7,7
1d4p,6.3,7,7
1lag,6.3,7,7
1wdn,6.3,7,7
1wm1,6.3,7,7
2oi2,6.3,7,7
2q89,6.3,7,7
2vrj,6.3,7,7
3ebl,6.3,7,7
4e1k,6.3,7,7
4etz,6.3,7,7
4oag,6.3,7,7
4pow,6.3,7,7
2bal,6.31,7,7
2pvu,6.31,7,7
3q44,6.31,7,7
3u93,6.31,7,7
4cpy,6.31,7,7
4der,6.31,7,7
4z6i,6.31,7,7
1w3j,6.32,7,7
3ebh,6.32,7,7
3w9k,6.32,7,7
6upj,6.32,7,7
4nbl,6.33,7,7
4zvi,6.33,7,7
1bdq,6.34,7,7
1i00,6.34,7,7
1w9v,6.34,7,7
1xq0,6.34,7,7
3cj5,6.34,7,7
3zk6,6.34,7,7
4z0k,6.34,7,7
1cbx,6.35,7,7
1gjc,6.35,7,7
2j7f,6.35,7,7
2p09,6.35,7,7
3ckp,6.35,7,7
3ctt,6.35,7,7
3ed0,6.35,7,7
3fvh,6.35,7,7
1c5q,6.36,7,7
1ela,6.36,7,7
1o2o,6.36,7,7
3oku,6.36,7,7
3t6b,6.36,7,7
3v2p,6.36,7,7
1gx8,6.37,7,7
1hbv,6.37,7,7
1hms,6.37,7,7
2qpq,6.37,7,7
2w9h,6.37,7,7
2zdk,6.37,7,7
3qlm,6.37,7,7
2ybu,6.38,7,7
1lol,6.39,7,7
4q4p,6.39,7,7
10gs,6.4,7,7
1g7v,6.4,7,7
1i7z,6.4,7,7
1igb,6.4,7,7
1usk,6.4,7,7
1yvm,6.4,7,7
2g9q,6.4,7,7
2y8c,6.4,7,7
2zdl,6.4,7,7
3k1j,6.4,7,7
3kmc,6.4,7,7
3s72,6.4,7,7
3tf6,6.4,7,7
3zll,6.4,7,7
4cga,6.4,7,7
4eu0,6.4,7,7
4je7,6.4,7,7
4xy8,6.4,7,7
1i80,6.41,7,7
1syh,6.41,7,7
2cgf,6.41,7,7
2qnp,6.41,7,7
2xxx,6.41,7,7
2zdm,6.41,7,7
3k5x,6.41,7,7
3r17,6.41,7,7
1o5a,6.42,7,7
3d2e,6.42,7,7
4ufh,6.42,7,7
2fqo,6.43,7,7
4ge1,6.43,7,7
4q4r,6.43,7,7
2jh5,6.44,7,7
2pvm,6.44,7,7
3pfp,6.44,7,7
4da5,6.44,7,7
4jfk,6.44,7,7
4q3u,6.44,7,7
1m2r,6.46,7,7
1ro6,6.46,7,7
2xd9,6.46,7,7
2xdx,6.46,7,7
3o8p,6.46,7,7
3pd8,6.46,7,7
4n07,6.46,7,7
4ymh,6.46,7,7
3cm2,6.47,7,7
3s78,6.47,7,7
3tfp,6.47,7,7
4mhy,6.47,7,7
4rd3,6.47,7,7
4zhl,6.47,7,7
4zji,6.47,7,7
1f4g,6.48,7,7
1rpj,6.48,7,7
2wnj,6.48,7,7
3gsm,6.48,7,7
3gsm,6.48,7,7
4q3t,6.48,7,7
1dl7,6.49,7,7
3bft,6.49,7,7
3mho,6.49,7,7
3nw3,6.49,7,7
3s0b,6.49,7,7
4hw3,6.49,7,7
3bwj,6.5,7,7
4oc0,6.5,7,7
2jdh,6.51,7,7
2xjj,6.51,7,7
3hf8,6.51,7,7
3wmc,6.51,7,7
1alw,6.52,7,7
1ct8,6.52,7,7
1g74,6.52,7,7
1qy1,6.52,7,7
1zhy,6.52,7,7
2h4g,6.52,7,7
2nn7,6.52,7,7
2nt7,6.52,7,7
2oxy,6.52,7,7
2pfy,6.52,7,7
2zft,6.52,7,7
3dx3,6.52,7,7
3o9p,6.52,7,7
4dko,6.52,7,7
4zeb,6.52,7,7
2p7g,6.53,7,7
3ama,6.53,7,7
1drv,6.54,7,7
1o3l,6.54,7,7
2h21,6.54,7,7
2jdk,6.54,7,7
2zfs,6.54,7,7
3d0b,6.54,7,7
3fuz,6.54,7,7
3sr4,6.54,7,7
4a4v,6.54,7,7
4aqh,6.54,7,7
4ht2,6.54,7,7
4leq,6.54,7,7
4pv5,6.54,7,7
4uac,6.54,7,7
4w9k,6.54,7,7
5cqu,6.54,7,7
1dhj,6.55,7,7
1hmr,6.55,7,7
1hp5,6.55,7,7
1n4h,6.55,7,7
1yc4,6.55,7,7
1yda,6.55,7,7
2bok,6.55,7,7
2i3v,6.55,7,7
2xxr,6.55,7,7
4og3,6.55,7,7
2zq2,6.56,7,7
4db7,6.56,7,7
4lbu,6.56,7,7
1sld,6.57,7,7
2fqy,6.57,7,7
2hzl,6.57,7,7
2pwc,6.57,7,7
3ove,6.57,7,7
3qox,6.57,7,7
3sax,6.57,7,7
3tfn,6.57,7,7
4fs4,6.57,7,7
5er2,6.57,7,7
2p7z,6.58,7,7
3pb9,6.58,7,7
4cd4,6.58,7,7
1b58,6.59,7,7
1c3e,6.59,7,7
1fiv,6.59,7,7
1izi,6.59,7,7
1izi,6.59,7,7
2pvh,6.59,7,7
2pwr,6.59,7,7
3gs6,6.59,7,7
3t8v,6.59,7,7
4xas,6.59,7,7
1b38,6.6,7,7
1g7g,6.6,7,7
1jzs,6.6,7,7
2euk,6.6,7,7
2f7p,6.6,7,7
2j4g,6.6,7,7
2jdp,6.6,7,7
2wly,6.6,7,7
3dln,6.6,7,7
3ip6,6.6,7,7
3lxe,6.6,7,7
3v3q,6.6,7,7
4dkq,6.6,7,7
4h75,6.6,7,7
4mr6,6.6,7,7
4x8o,6.6,7,7
4zzd,6.6,7,7
1afk,6.62,7,7
2ews,6.62,7,7
2j7b,6.62,7,7
2jgs,6.62,7,7
2vwc,6.62,7,7
3ljo,6.62,7,7
3ozp,6.62,7,7
4btk,6.62,7,7
4er1,6.62,7,7
4gfo,6.62,7,7
4mpn,6.62,7,7
4rd0,6.62,7,7
2x7t,6.63,7,7
3f8f,6.63,7,7
4lyw,6.63,7,7
4xip,6.63,7,7
1lcp,6.64,7,7
1sln,6.64,7,7
2b1g,6.64,7,7
2d3z,6.64,7,7
2za0,6.64,7,7
3b26,6.64,7,7
3fee,6.64,7,7
2j75,6.65,7,7
3mzc,6.65,7,7
4yha,6.65,7,7
1a4r,6.66,7,7
1cps,6.66,7,7
1elc,6.66,7,7
1pxp,6.66,7,7
1wur,6.66,7,7
2yz3,6.66,7,7
3pwd,6.66,7,7
3zj6,6.66,7,7
4jv6,6.66,7,7
4v27,6.66,7,7
3g19,6.67,7,7
1c5x,6.68,7,7
1mai,6.68,7,7
2fqw,6.68,7,7
2qbs,6.68,7,7
3ie3,6.68,7,7
3o75,6.68,7,7
3su1,6.68,7,7
3zhx,6.68,7,7
4ew2,6.68,7,7
2jew,6.69,7,7
2xn5,6.69,7,7
1b0h,6.7,7,7
1b3g,6.7,7,7
1dfo,6.7,7,7
1eld,6.7,7,7
1f3e,6.7,7,7
1koj,6.7,7,7
1nki,6.7,7,7
2a5s,6.7,7,7
2eum,6.7,7,7
2evl,6.7,7,7
2oxx,6.7,7,7
2py4,6.7,7,7
3eko,6.7,7,7
3mhi,6.7,7,7
3pck,6.7,7,7
3pgu,6.7,7,7
3t60,6.7,7,7
3t64,6.7,7,7
4ewn,6.7,7,7
4io2,6.7,7,7
4jyc,6.7,7,7
